Time,Memory,Method
159298,616,POST
152094,616,POST
164087,616,POST
146454,616,POST
150952,616,POST
165830,616,POST
146664,616,POST
145973,616,POST
166081,616,POST
146043,616,POST
206366,616,POST
146584,616,POST
178374,616,POST
143358,616,POST
138829,616,POST
142457,616,POST
141695,616,POST
159528,616,POST
140943,616,POST
142927,616,POST
161232,616,POST
137357,616,POST
137537,616,POST
124904,616,POST
201277,616,POST
144741,616,POST
92914,616,POST
169366,616,POST
142196,616,POST
147937,616,POST
161181,616,POST
143930,616,POST
143418,616,POST
165810,616,POST
143068,616,POST
144059,616,POST
159999,616,POST
144139,616,POST
145312,616,POST
139441,616,POST
161412,616,POST
163175,616,POST
144691,616,POST
162805,616,POST
121537,616,POST
147165,616,POST
165649,616,POST
144962,616,POST
165519,616,POST
200094,616,POST
146444,616,POST
147837,616,POST
162954,616,POST
141525,616,POST
121357,616,POST
125575,616,POST
142457,616,POST
123231,616,POST
146034,616,POST
142477,616,POST
143839,616,POST
143228,616,POST
162604,616,POST
138990,616,POST
162584,616,POST
132568,616,POST
137116,616,POST
138318,616,POST
160690,616,POST
139551,616,POST
143488,616,POST
219180,616,POST
154879,616,POST
140623,616,POST
139912,616,POST
157544,616,POST
144571,616,POST
136746,616,POST
165650,616,POST
273602,616,POST
148949,616,POST
168055,616,POST
143419,616,POST
160209,616,POST
153948,616,POST
141304,616,POST
136445,616,POST
164357,616,POST
141735,616,POST
162474,616,POST
142146,616,POST
163797,616,POST
143738,616,POST
171581,616,POST
158356,616,POST
143368,616,POST
144801,616,POST
189795,616,POST
146634,616,POST
143218,616,POST
142005,616,POST
163105,616,POST
145162,616,POST
169267,616,POST
229199,616,POST
142868,616,POST
142026,616,POST
143959,616,POST
168946,616,POST
146904,616,POST
163656,616,POST
205524,616,POST
143499,616,POST
161352,616,POST
99857,616,POST
146423,616,POST
166241,616,POST
142878,616,POST
139781,616,POST
150642,616,POST
143498,616,POST
141234,616,POST
164167,616,POST
187090,616,POST
159158,616,POST
93926,616,POST
150793,616,POST
102842,616,POST
151854,616,POST
101310,616,POST
148758,616,POST
138139,616,POST
162655,616,POST
138709,616,POST
141034,616,POST
180467,616,POST
157765,616,POST
140743,616,POST
137577,616,POST
163185,616,POST
190867,616,POST
170369,616,POST
178443,616,POST
147156,616,POST
172763,616,POST
148788,616,POST
163987,616,POST
142587,616,POST
142316,616,POST
180878,616,POST
90339,616,POST
149329,616,POST
156163,616,POST
177943,616,POST
138610,616,POST
148238,616,POST
155812,616,POST
92573,616,POST
147866,616,POST
199253,616,POST
145523,616,POST
143829,616,POST
140222,616,POST
144711,616,POST
142366,616,POST
145071,616,POST
143929,616,POST
171641,616,POST
206527,616,POST
156803,616,POST
143278,616,POST
179667,616,POST
207368,616,POST
161292,616,POST
90820,616,POST
142566,616,POST
189434,616,POST
124903,616,POST
878363,616,POST
157935,616,POST
139261,616,POST
136846,616,POST
152806,616,POST
155371,616,POST
158066,616,POST
146434,616,POST
165700,616,POST
135854,616,POST
143348,616,POST
144100,616,POST
160159,616,POST
143699,616,POST
145122,616,POST
145442,616,POST
161583,616,POST
141886,616,POST
140784,616,POST
104125,616,POST
138459,616,POST
144039,616,POST
105016,616,POST
92713,616,POST
93125,616,POST
105808,616,POST
91151,616,POST
91401,616,POST
104265,616,POST
137968,616,POST
148448,616,POST
156953,616,POST
145512,616,POST
145112,616,POST
147035,616,POST
146735,616,POST
90740,616,POST
147085,616,POST
104685,616,POST
164899,616,POST
145061,616,POST
166451,616,POST
145522,616,POST
179807,616,POST
186609,616,POST
137317,616,POST
162023,616,POST
165249,616,POST
147075,616,POST
150371,616,POST
205284,616,POST
143027,616,POST
183553,616,POST
151383,616,POST
184976,616,POST
138750,616,POST
140854,616,POST
159909,616,POST
141314,616,POST
139461,616,POST
204322,616,POST
162904,616,POST
137948,616,POST
142717,616,POST
142677,616,POST
160971,616,POST
142497,616,POST
89548,616,POST
144350,616,POST
103373,616,POST
142416,616,POST
141996,616,POST
141083,616,POST
183443,616,POST
141685,616,POST
143518,616,POST
161082,616,POST
107721,616,POST
139621,616,POST
143158,616,POST
143488,616,POST
161612,616,POST
143508,616,POST
137668,616,POST
142907,616,POST
166121,616,POST
135444,616,POST
155842,616,POST
144700,616,POST
156623,616,POST
143027,616,POST
142596,616,POST
141645,616,POST
160680,616,POST
167333,616,POST
140603,616,POST
142616,616,POST
179265,616,POST
143298,616,POST
198962,616,POST
143178,616,POST
161322,616,POST
145793,616,POST
168345,616,POST
196568,616,POST
140442,616,POST
147295,616,POST
177292,616,POST
148708,616,POST
145703,616,POST
159899,616,POST
143709,616,POST
197088,616,POST
142136,616,POST
154639,616,POST
142987,616,POST
123711,616,POST
141865,616,POST
233697,616,POST
138850,616,POST
146825,616,POST
163777,616,POST
138859,616,POST
204683,616,POST
143509,616,POST
165830,616,POST
147286,616,POST
145532,616,POST
165159,616,POST
147065,616,POST
148347,616,POST
165229,616,POST
142075,616,POST
165559,616,POST
142577,616,POST
164047,616,POST
144661,616,POST
142186,616,POST
136686,616,POST
168535,616,POST
147947,616,POST
121707,616,POST
129733,616,POST
161502,616,POST
148979,616,POST
146244,616,POST
161452,616,POST
124763,616,POST
124192,616,POST
141615,616,POST
103153,616,POST
123101,616,POST
88195,616,POST
149820,616,POST
139921,616,POST
204693,616,POST
143729,616,POST
143549,616,POST
164348,616,POST
161432,616,POST
180809,616,POST
261499,616,POST
162474,616,POST
143077,616,POST
155340,616,POST
142256,616,POST
143228,616,POST
144250,616,POST
162905,616,POST
139090,616,POST
197780,616,POST
145021,616,POST
169276,616,POST
187571,616,POST
122459,616,POST
153838,616,POST
152535,616,POST
142086,616,POST
160290,616,POST
142056,616,POST
184034,616,POST
90499,616,POST
90991,616,POST
141425,616,POST
161923,616,POST
144561,616,POST
145102,616,POST
116659,616,POST
146183,616,POST
148408,616,POST
148207,616,POST
90078,616,POST
179666,616,POST
92343,616,POST
128461,616,POST
159588,616,POST
143799,616,POST
139952,616,POST
147076,616,POST
143889,616,POST
143278,616,POST
141405,616,POST
141554,616,POST
143498,616,POST
182652,616,POST
145773,616,POST
142406,616,POST
149590,616,POST
146795,616,POST
146124,616,POST
177642,616,POST
187882,616,POST
123992,616,POST
123300,616,POST
143358,616,POST
162584,616,POST
162804,616,POST
140653,616,POST
163255,616,POST
142006,616,POST
159869,616,POST
161152,616,POST
143699,616,POST
143048,616,POST
141645,616,POST
172513,616,POST
163676,616,POST
140313,616,POST
167914,616,POST
141074,616,POST
171851,616,POST
188713,616,POST
149811,616,POST
148468,616,POST
122589,616,POST
161953,616,POST
142747,616,POST
138660,616,POST
124553,616,POST
143268,616,POST
185627,616,POST
139350,616,POST
162854,616,POST
121928,616,POST
143218,616,POST
145011,616,POST
178244,616,POST
138248,616,POST
142828,616,POST
145372,616,POST
145272,616,POST
142286,616,POST
140102,616,POST
142597,616,POST
126026,616,POST
155341,616,POST
163937,616,POST
146474,616,POST
146805,616,POST
142467,616,POST
162594,616,POST
145312,616,POST
144049,616,POST
167784,616,POST
122749,616,POST
149480,616,POST
140383,616,POST
130604,616,POST
138509,616,POST
142466,616,POST
161492,616,POST
135794,616,POST
142877,616,POST
139420,616,POST
159709,616,POST
163425,616,POST
143348,616,POST
138299,616,POST
87624,616,POST
161943,616,POST
142657,616,POST
143959,616,POST
144791,616,POST
153266,616,POST
161492,616,POST
178233,616,POST
165099,616,POST
145262,616,POST
126096,616,POST
161452,616,POST
161513,616,POST
140072,616,POST
147776,616,POST
93805,616,POST
105337,600,POST
90529,600,POST
89537,600,POST
90519,600,POST
102131,600,POST
89638,600,POST
124884,600,POST
92683,600,POST
90008,600,POST
126256,600,POST
94036,600,POST
142356,600,POST
142316,600,POST
159929,600,POST
160450,600,POST
140743,600,POST
133790,600,POST
139561,600,POST
148097,600,POST
98594,600,POST
99696,600,POST
89757,600,POST
108252,600,POST
110406,600,POST
92292,600,POST
158466,600,POST
90930,600,POST
112330,600,POST
108002,600,POST
135324,600,POST
235290,600,POST
136826,600,POST
161733,600,POST
153447,600,POST
90830,600,POST
90670,600,POST
89347,600,POST
104546,600,POST
91191,600,POST
90690,600,POST
94958,600,POST
105577,600,POST
91651,600,POST
91171,600,POST
91962,600,POST
106108,600,POST
90239,600,POST
114665,600,POST
97732,600,POST
129723,600,POST
461012,600,POST
99696,600,POST
143308,600,POST
118532,600,POST
91331,600,POST
134642,600,POST
98374,600,POST
108984,600,POST
91000,600,POST
90810,600,POST
91321,600,POST
105658,600,POST
114695,600,POST
107792,600,POST
106560,600,POST
112681,600,POST
99616,600,POST
100508,600,POST
99175,600,POST
157665,600,POST
139231,600,POST
136956,600,POST
135173,600,POST
164577,600,POST
153818,600,POST
143328,600,POST
173916,600,POST
144240,600,POST
141475,600,POST
165339,600,POST
130965,600,POST
143759,600,POST
142346,600,POST
144471,600,POST
140162,600,POST
141214,600,POST
143869,600,POST
167683,600,POST
143498,600,POST
160200,600,POST
161623,600,POST
142397,600,POST
144240,600,POST
141084,600,POST
143118,600,POST
162384,600,POST
155350,600,POST
142176,600,POST
141564,600,POST
178534,600,POST
164457,600,POST
155471,600,POST
177752,600,POST
147586,600,POST
176470,600,POST
137959,600,POST
141254,600,POST
163446,600,POST
121738,600,POST
103724,600,POST
137738,600,POST
138570,600,POST
174536,600,POST
137277,600,POST
141054,600,POST
139731,600,POST
144941,600,POST
158958,600,POST
148017,600,POST
143018,600,POST
141545,600,POST
141785,600,POST
142056,600,POST
629067,600,POST
176159,600,POST
140743,600,POST
142657,600,POST
164297,600,POST
142777,600,POST
141705,600,POST
143899,600,POST
147236,600,POST
154489,600,POST
147095,600,POST
140733,600,POST
143659,600,POST
160631,600,POST
157074,600,POST
127258,600,POST
142887,600,POST
141575,600,POST
143929,600,POST
161903,600,POST
141495,600,POST
125655,600,POST
142878,600,POST
197930,600,POST
164248,600,POST
143688,600,POST
141856,600,POST
140984,600,POST
183414,600,POST
170529,600,POST
140192,600,POST
139802,600,POST
190196,600,POST
140093,600,POST
